firm name,website,ticker,hq country,hq state,hq city,permno,score,pbid,firm name from pitchbook,website from pitchbook,company profile,investor profile,limited partner profile,service provider profile,unnamed: 14
FOX CORP,foxcorporation.com,FOXA,USA,NY,New York,18420,Very High,266178-34,Fox,www.foxcorporation.com,Yes,Yes,No,No,true
FOX FACTORY HOLDING CP,ridefox.com,FOXF,USA,GA,Duluth,14097,Very High,11491-48,Ridefox,www.ridefox.com,Yes,Yes,No,No,true
FRANCHISE GROUP INC,franchisegrp.com,TAX,USA,OH,Delaware,13537,,,,,,,,,
FRANKLIN BSP REALTY TRUST IN,fbrtreit.com,FBRT,USA,NY,New York,22080,Very High,284685-76,Franklin BSP Realty Trust,www.fbrtreit.com,Yes,Yes,No,No,true
FRANKLIN COVEY CO,franklincovey.com,FC,USA,UT,Salt Lake City,77637,Very High,24847-66,FranklinCovey,www.franklincovey.com,Yes,Yes,No,Yes,true
FRANKLIN ELECTRIC CO INC,franklin-electric.com,FELE,USA,IN,Fort Wayne,37568,Very High,41287-78,Franklin Electric,www.franklin-electric.com,Yes,Yes,No,No,true
FRANKLIN FINANCIAL SVCS CORP,franklinfin.com,FRAF,USA,PA,Chambersburg,18652,Very High,41030-20,Franklin Financial Services,www.fmtrust.bank,Yes,Yes,No,No,true
FRANKLIN FINL NETWORK INC,,FSB,USA,TN,Franklin,15242,No Match,,,,,,,,true
FRANKLIN RESOURCES INC,franklinresources.com,BEN,USA,CA,San Mateo,37584,Very High,10923-58,Franklin Templeton,www.franklinresources.com,Yes,Yes,Yes,Yes,true
FRANKLIN STREET PROPERTIES,fspreit.com,FSP,USA,MA,Wakefield,90755,Very High,41491-09,Franklin Street Properties,,Yes,Yes,No,No,true
FREDS INC,fredsinc.com,FRED,USA,TN,Memphis,77420,Very High,461905-03,Fredonia Mining,www.fredoniamanagement.com,Yes,Yes,No,No,true
FREEPORT-MCMORAN INC,fcx.com,FCX,USA,AZ,Phoenix,81774,Very High,10405-90,Freeport-McMoRan,www.fcx.com,Yes,Yes,No,No,true
FREIGHTCAR AMERICA INC,freightcaramerica.com,RAIL,USA,IL,Chicago,90672,Very High,12070-81,Freightcar America,www.freightcaramerica.com,Yes,Yes,No,No,true
FREQUENCY THERAPEUTICS INC,frequencytx.com,FREQ,USA,MA,Lexington,19008,Very High,170834-23,Frequency Therapeutics,www.frequencytx.com,Yes,No,No,No,true
FRESH DEL MONTE PRODUCE INC,freshdelmonte.com,FDP,CYM,,George Town,85449,High,41967-64,Fresh Del Monte Produce,www.freshdelmonte.com,Yes,Yes,No,No,true
FRESHPET INC,freshpet.com,FRPT,USA,NJ,Secaucus,15067,Very High,12904-75,Freshpet,www.freshpet.com,Yes,No,No,No,true
FRONT YARD RESIDENTIAL CORP,frontyardresidential.com,RESI,USA,VI,Christiansted,13723,High,56193-85,Front Yard Residential,www.frontyardresidential.com,Yes,Yes,No,No,true
FRONTDOOR INC,frontdoorhome.com,FTDR,USA,TN,Memphis,18064,Very High,233727-31,Frontdoor,www.frontdoorhome.com,Yes,Yes,No,No,true
FRONTIER COMMUNIC PARENT INC,frontier.com,FTR,USA,CT,Norwalk,23887,Medium,12746-80,Frontier Communications,www.frontier.com,Yes,Yes,No,No,true
FRONTIER COMMUNIC PARENT INC,frontier.com,FYBR,USA,CT,Norwalk,21297,Very High,12746-80,Frontier Communications,www.frontier.com,Yes,Yes,No,No,true
FRONTIER GRP HOLD INC,flyfrontier.com,ULCC,USA,CO,Denver,20891,Very High,13261-42,Frontier Airlines,www.flyfrontier.com,Yes,Yes,No,No,true
FRONTLINE PLC,frontline.bm,FRO,BMU,,Hamilton,89139,Very High,41277-97,Frontline (Energy Transportation),www.frontline.bm,Yes,Yes,No,No,true
FRP HOLDINGS INC,frpdev.com,FRPH,USA,FL,Jacksonville,10443,Very High,10851-40,FRP Holdings,www.frpdev.com,Yes,Yes,No,No,true
FS BANCORP INC,fsbwa.com,FSBW,USA,WA,Mountlake Terrace,13528,Very High,151584-31,First Security Bank (Banking Services),www.fsbwa.com,Yes,Yes,No,Yes,true
FTI CONSULTING INC,fticonsulting.com,FCN,USA,DC,Washington,83509,Very High,10406-17,FTI Consulting,www.fticonsulting.com,Yes,Yes,No,Yes,true
FTS INTERNATIONAL INC,ftsi.com,FTSI,USA,TX,Fort Worth,17273,Very High,51751-90,FTS International Services,www.ftsi.com,Yes,Yes,No,No,true
FUBOTV INC,fubo.tv,FUBO,USA,NY,New York,19893,Very High,101821-06,FuboTV,www.fubo.tv,Yes,Yes,No,No,true
FUELCELL ENERGY INC,fuelcellenergy.com,FCEL,USA,CT,Danbury,77699,Very High,40614-94,FuelCell Energy,www.fuelcellenergy.com,Yes,Yes,No,No,true
FULCRUM THERAPEUTICS INC,fulcrumtx.com,FULC,USA,MA,Cambridge,18838,Very High,162807-31,Fulcrum Therapeutics,www.fulcrumtx.com,Yes,No,No,No,true
FULGENT GENETICS INC,fulgentgenetics.com,FLGT,USA,CA,Temple City,16290,Very High,126963-01,Fulgent Genetics,www.fulgentgenetics.com,Yes,Yes,No,No,true
FULL HOUSE RESORTS INC,fullhouseresorts.com,FLL,USA,NV,Las Vegas,79490,Very High,41319-19,Full House Resorts,www.fullhouseresorts.com,Yes,Yes,No,No,true
FULLER (H. B.) CO,hbfuller.com,FUL,USA,MN,Saint Paul,37875,Very High,41258-44,H.B. Fuller,www.hbfuller.com,Yes,Yes,No,No,true
FULTON FINANCIAL CORP,fultonbank.com,FULT,USA,PA,Lancaster,88197,Very High,41158-90,Fulton Financial,www.fultonbank.com,Yes,Yes,No,Yes,true
FUNKO INC,funko.com,FNKO,USA,WA,Everett,17043,Very High,57301-57,Funko,www.funko.com,Yes,Yes,No,No,true
FUTUREFUEL CORP,futurefuelcorporation.com,FF,USA,MO,Saint Louis,12615,Very High,43078-06,FutureFuel Chemical,www.futurefuelcorporation.com,Yes,No,No,No,true
FVCBANKCORP INC,fvcbank.com,FVCB,USA,VA,Fairfax,18115,Very High,60400-99,FVCBank,www.fvcbank.com,Yes,Yes,No,Yes,true
G&K SERVICES INC  -CL A,gkservices.com,GK,USA,MN,Minnetonka,37955,Very High,41913-19,G&K Services,www.gkservices.com,Yes,Yes,No,No,true
G-III APPAREL GROUP LTD,giii.com,GIII,USA,NY,New York,75905,Very High,41224-69,G III,www.giii.com,Yes,Yes,No,No,true
G1 THERAPEUTICS INC,g1therapeutics.com,GTHX,USA,NC,Research Triangle Park,16705,Very High,55289-80,G1 Therapeutics,www.g1therapeutics.com,Yes,No,No,No,true
GAIA INC,gaia.com,GAIA,USA,CO,Louisville,87321,Very High,10303-03,Gaia (Media Company),www.gaia.com,Yes,Yes,No,No,true
GAIN CAPITAL HOLDINGS INC,gaincapital.com,GCAP,USA,NJ,Bedminster,12451,Very High,11648-80,GAIN Capital,www.gaincapital.com,Yes,Yes,No,No,true
GALECTIN THERAPEUTICS INC,galectintherapeutics.com,GALT,USA,GA,Norcross,13324,Very High,41495-14,Galectin Therapeutics,www.galectintherapeutics.com,Yes,Yes,No,No,true
GALENA BIOPHARMA INC,,GALE,USA,CA,San Ramon,92594,Very High,40368-88,Galena Biopharma,www.galenabiopharma.com,Yes,Yes,No,No,false
GAMCO INVESTORS INC,gabelli.com,GBL,USA,NY,Rye,86593,Medium,24082-57,GAMCO Investors,www.gabelli.com,Yes,Yes,Yes,Yes,true
GAMESTOP CORP,gamestop.com,GME,USA,TX,Grapevine,89301,Very High,41597-74,GameStop,www.gamestop.com,Yes,Yes,No,No,true
GAMING & LEISURE PPTYS,glpropinc.com,GLPI,USA,PA,Wyomissing,14252,Very High,60403-42,Gaming and Leisure Properties,www.glpropinc.com,Yes,Yes,No,Yes,true
GAN LTD,gan.com,GAN,USA,CA,Irvine,19398,Medium,60470-65,GameAccount Network,www.gan.com,Yes,Yes,No,No,true
GANNETT CO INC,gannett.com,NEWM,USA,VA,McLean,14490,,,,,,,,,
GANNETT CO INC -OLD,gannett.com,GCI,USA,VA,McLean,15391,Very High,10343-26,Gannett Company,www.gannett.com,Yes,Yes,No,No,true
GAP INC,gapinc.com,GPS,USA,CA,San Francisco,59010,Very High,41170-06,Gap,www.gapinc.com,Yes,Yes,No,No,true
GARMIN LTD,garmin.com,GRMN,CHE,,Schaffhausen,88837,Very High,125054-38,Garmin Chile,www.garminstore.cl,Yes,No,No,No,true
GARRETT MOTION INC,garrettmotion.com,GTX,CHE,,Rolle,18065,Very High,233432-74,Garrett Motion,www.garrettmotion.com,Yes,Yes,No,No,true
GARTNER INC,gartner.com,IT,USA,CT,Stamford,79698,Very High,11430-01,Gartner (California),www.gartner.com,Yes,Yes,No,Yes,true
GASLOG LTD,gaslogltd.com,GLOG,DEU,,Piraeus,13319,High,54066-34,Gaslog,www.gaslogltd.com,Yes,Yes,No,No,true
GASTAR EXPLORATION INC,gastar.com,GST,USA,TX,Houston,91069,Very High,61142-59,Gastar Exploration,www.gastar.com,Yes,Yes,No,No,true
GATES INDUSTRIAL CORP PLC,gates.com,GTES,USA,CO,Denver,17227,Very High,12734-47,Gates,www.gates.com,Yes,Yes,No,No,true
GATOS SILVER INC,gatossilver.com,GATO,CAN,BC,Vancouver,19894,High,337899-34,Gatos Silver,www.gatossilver.com,Yes,Yes,No,No,true
GATX CORP,gatx.com,GATX,USA,IL,Chicago,12036,Very High,11777-41,Gatx,,Yes,Yes,No,No,true
GCI LIBERTY INC,libertyventures.de,GLIBA,USA,CO,Englewood,17334,No Match,,,,,,,,true
GCI LIBERTY INC,libertyventures.de,LVNTA,USA,CO,Englewood,13553,No Match,,,,,,,,true
GCI LIBERTY INC -OLD,gci.com,GNCMA,USA,CO,Englewood,12173,Medium,41224-87,GCI Communication,www.gci.com,Yes,Yes,No,No,true
GCM GROSVENOR INC,gcmgrosvenor.com,GCMG,USA,IL,Chicago,18360,Very High,10854-19,GCM Grosvenor,www.gcmgrosvenor.com,Yes,Yes,Yes,Yes,true
GCP APPLIED TECHNOLOGIES INC,gcpat.com,GCP,USA,GA,Alpharetta,15917,Very High,107875-90,GCP Applied Technologies,www.gcpat.com,Yes,Yes,No,No,true
GEN DIGITAL INC,gendigital.com,SYMC,USA,AZ,Tempe,75607,,,,,,,,,
GENASYS INC,genasys.com,GNSS,USA,CA,San Diego,87053,Very High,40755-43,Genasys,www.genasys.com,Yes,Yes,No,No,true
GENCO SHIPPING & TRADING,gencoshipping.com,GNK,USA,NY,New York,15597,Very High,12508-75,Genco Shipping & Trading,www.gencoshipping.com,Yes,Yes,No,No,true
GENCOR INDUSTRIES INC,gencor.com,GENC,USA,FL,Orlando,52250,Very High,41364-37,Gencor Industries,www.gencor.com,Yes,Yes,No,No,true
GENEDX HOLDINGS CORP,genedx.com,SMFR,USA,CT,Stamford,19956,Very High,225754-39,GeneDx Holding,www.genedx.com,Yes,Yes,No,No,true
GENER8 MARITIME INC,euronav.com,GNRT,MHL,,Majuro,15487,Medium,97869-25,Gener8 Maritime,www.gener8maritime.com,Yes,Yes,No,No,true
GENERAC HOLDINGS INC,generac.com,GNRC,USA,WI,Waukesha,93246,Very High,10845-64,Generac Power Systems,www.generac.com,Yes,Yes,No,No,true
GENERAL CABLE CORP/DE,generalcable.com,BGC,USA,KY,Highland Heights,84776,Very High,41186-26,General Cable,www.generalcable.com,Yes,Yes,No,No,true
GENERAL DYNAMICS CORP,gd.com,GD,USA,VA,Reston,12052,Very High,12078-91,General Dynamics,www.gd.com,Yes,Yes,No,No,true
GENERAL ELECTRIC CO,ge.com,GE,USA,MA,Boston,12060,Very High,10225-81,General Electric,www.ge.com,Yes,Yes,Yes,Yes,true
GENERAL FINANCE CORP/DE,generalfinance.com,GFN,USA,CA,Pasadena,91299,Very High,42060-79,General Finance,www.generalfinance.com,Yes,Yes,No,No,true
GENERAL MILLS INC,generalmills.com,GIS,USA,MN,Minneapolis,17144,Very High,11198-08,General Mills,www.generalmills.com,Yes,Yes,Yes,No,true
GENERAL MOTORS CO,gm.com,GM,USA,MI,Detroit,12369,Very High,10688-23,General Motors,www.gm.com,Yes,Yes,Yes,Yes,true
GENERATION BIO CO,generationbio.com,GBIO,USA,MA,Cambridge,19476,Very High,223773-49,Generation Bio,www.generationbio.com,Yes,No,No,No,true
GENESCO INC,genesco.com,GCO,USA,TN,Nashville,21055,Very High,10820-62,Genesco,www.genesco.com,Yes,Yes,No,No,true
GENESEE & WYOMING INC  -CL A,gwrr.com,GWR,USA,CT,Darien,83661,Very High,41351-14,Genesee & Wyoming,www.gwrr.com,Yes,Yes,No,No,true
GENESIS HEALTHCARE INC,genesishcc.com,GEN,USA,PA,Kennett Square,92020,Very High,10425-61,Genesis HealthCare,www.genesishcc.com,Yes,Yes,No,No,true
GENIE ENERGY LTD,genie.com,GNE,USA,NJ,Newark,13019,Very High,54003-70,Genie Energy,www.genie.com,Yes,Yes,No,No,true
GENIUS BRANDS INTL INC,gnusbrands.com,GNUS,USA,CA,Beverly Hills,16463,Very High,52618-15,Genius Brands International,www.gnusbrands.com,Yes,Yes,No,No,true
GENMARK DIAGNOSTICS INC,genmarkdx.com,GNMK,USA,CA,Carlsbad,93393,Very High,43061-05,GenMark Diagnostics,www.genmarkdx.com,Yes,Yes,No,No,true
GENOCEA BIOSCIENCES INC,genocea.com,GNCA,USA,MA,Cambridge,14458,Very High,50838-04,Genocea Biosciences,www.genocea.com,Yes,No,No,No,true
GENOMIC HEALTH INC,genomichealth.com,GHDX,USA,CA,Redwood City,90900,Very High,41521-78,Genomic Health,www.genomichealth.com,Yes,Yes,No,No,true
GENPACT LTD,genpact.com,G,BMU,,Hamilton,92261,High,10341-55,Genpact,www.genpact.com,Yes,Yes,No,No,true
GENTEX CORP,gentex.com,GNTX,USA,MI,Zeeland,38659,Very High,41078-89,Gentex,www.gentex.com,Yes,Yes,No,Yes,true
GENTHERM INC,gentherm.com,THRM,USA,MI,Northville,79248,Very High,41263-75,Gentherm,www.gentherm.com,Yes,Yes,No,No,true
GENUINE PARTS CO,genpt.com,GPC,USA,GA,Atlanta,46674,Very High,41129-65,Genuine Parts,www.genpt.com,Yes,Yes,No,No,true
GENWORTH FINANCIAL INC,genworth.com,GNW,USA,VA,Richmond,90162,Very High,51251-05,Genworth Financial,www.genworth.com,Yes,Yes,Yes,Yes,true
GEO GROUP INC,geogroup.com,GEO,USA,FL,Boca Raton,80774,Very High,41209-39,The GEO Group (Real Estate Investment Trusts),www.geogroup.com,Yes,Yes,No,No,true
GEOSPACE TECHNOLOGIES CORP,geospace.com,GEOS,USA,TX,Houston,85567,Very High,41062-42,Geospace Technologies,www.geospace.com,Yes,Yes,No,No,true
GERMAN AMERICAN BANCORP INC,germanamerican.com,GABC,USA,IN,Jasper,79166,Very High,41945-86,German American,www.germanamerican.com,Yes,Yes,No,Yes,true
GERON CORP,geron.com,GERN,USA,CA,Foster City,83756,Very High,41336-56,Geron,www.geron.com,Yes,Yes,No,No,true
GETTY REALTY CORP,gettyrealty.com,GTY,USA,NY,Jericho,62367,Very High,41130-19,Getty Realty,gettyrealty.com,Yes,No,No,No,true
GEVO INC,gevo.com,GEVO,USA,CO,Englewood,12579,Very High,40658-32,Gevo,www.gevo.com,Yes,Yes,No,No,true
GIBRALTAR INDUSTRIES INC,gibraltar1.com,ROCK,USA,NY,Buffalo,79862,Very High,24875-20,Gibraltar Industries,www.gibraltar1.com,Yes,Yes,No,No,true
GIGAMON INC,gigamon.com,GIMO,USA,CA,Santa Clara,13992,Very High,43311-07,Gigamon,www.gigamon.com,Yes,Yes,No,No,true
GIGPEAK INC,,GIG,USA,CA,San Jose,13340,Very High,51034-69,GigPeak,www.gigpeak.com,Yes,Yes,No,No,false
GILEAD SCIENCES INC,gilead.com,GILD,USA,CA,Foster City,77274,Very High,12233-98,Gilead Sciences,www.gilead.com,Yes,Yes,No,No,true
GINKGO BIOWORKS HOLDINGS INC,ginkgobioworks.com,DNA,USA,MA,Boston,21102,Very High,88111-54,Ginkgo Bioworks,www.ginkgobioworks.com,Yes,Yes,No,No,true
GLACIER BANCORP INC,glacierbancorp.com,GBCI,USA,MT,Kalispell,87952,Very High,41044-24,Glacier Bancorp,www.glacierbank.com,Yes,Yes,No,Yes,true
GLADSTONE COMMERCIAL CORP,gladstonecommercial.com,GOOD,USA,VA,McLean,89823,Very High,41558-32,Gladstone Commercial Corp,gladstonecommercial.com,Yes,Yes,No,No,true
GLADSTONE LAND CORP,gladstonefarms.com,LAND,USA,VA,McLean,13756,Very High,51100-57,GladStone Land,gladstonefarms.com,Yes,Yes,No,No,true
GLATFELTER CORP,glatfelter.com,GLT,USA,NC,Charlotte,57154,Very High,41189-32,Glatfelter,www.glatfelter.com,Yes,Yes,No,No,true
GLAUKOS CORP,glaukos.com,GKOS,USA,CA,Aliso Viejo,15454,Very High,42163-48,Glaukos,www.glaukos.com,Yes,Yes,No,No,true
GLOBAL BLOOD THERAPEUTICS,gbt.com,GBT,USA,CA,South San Francisco,15638,Very High,54636-13,Global Blood Therapeutics,www.gbt.com,Yes,No,No,No,true
GLOBAL BRASS & COPPER HLDGS,gbcholdings.com,BRSS,USA,IL,Schaumburg,13903,Very High,53973-28,Global Brass & Copper Holdings,www.gbcholdings.com,Yes,Yes,No,No,true
GLOBAL EAGLE ENTERTAINMENT,anuvu.com,ENT,USA,CA,Santa Ana,12792,Very High,51607-54,Anuvu,www.anuvu.com,Yes,Yes,No,No,true
GLOBAL INDUSTRIAL CO,globalindustrial.com,GIC,USA,NY,Port Washington,81665,Very High,29398-06,Global Industrial,investors.globalindustrial.com,Yes,Yes,No,No,true
GLOBAL MEDICAL REIT,globalmedicalreit.com,GMRE,USA,MD,Bethesda,16136,Very High,55755-91,Global Medical REIT,www.globalmedicalreit.com,Yes,Yes,No,No,true
GLOBAL NET LEASE INC,globalnetlease.com,GNL,USA,NY,New York,15455,Very High,114636-07,Global Net Lease,www.globalnetlease.com,Yes,Yes,No,No,true
GLOBAL PAYMENTS INC,globalpayments.com,GPN,USA,GA,Atlanta,88873,Very High,41471-74,Global Payments,www.globalpayments.com,Yes,Yes,No,No,true
GLOBAL SOURCES LTD,globalsources.com,GSOL,BMU,,Hamilton,88166,Very High,41461-03,Global Sources,www.globalsources.com,Yes,Yes,No,No,true
GLOBAL WATER RESOURCES INC,gwresources.com,GWRS,USA,AZ,Phoenix,16008,Very High,50971-15,Global Water Resources,www.gwresources.com,Yes,Yes,No,No,true
GLOBALFOUNDRIES INC,gf.com,GFS,USA,NY,Malta,22206,Very High,40782-34,GlobalFoundries,www.gf.com,Yes,Yes,No,No,true
GLOBALSTAR INC,globalstar.com,GSAT,USA,LA,Covington,91612,Very High,10184-68,Globalstar,,Yes,Yes,No,No,true
GLOBANT SA,globant.com,GLOB,LUX,,Luxembourg City,14785,Very High,51712-39,Globant,www.globant.com,Yes,Yes,No,No,true
GLOBE LIFE INC,globelifeinsurance.com,TMK,USA,TX,McKinney,62308,Very High,161934-04,Global Life Insurance,www.globelifeinsurance.com,Yes,No,No,No,true
GLOBUS MEDICAL INC,globusmedical.com,GMED,USA,PA,Audubon,13543,Very High,10577-26,Globus Medical,www.globusmedical.com,Yes,Yes,No,No,true
GLU MOBILE INC,glu.com,GLUU,USA,CA,San Francisco,91900,Very High,40781-53,Glu Mobile,www.glu.com,Yes,Yes,No,No,true
GLYCOMIMETICS INC,glycomimetics.com,GLYC,USA,MD,Rockville,14431,Very High,51326-56,GlycoMimetics,,Yes,No,No,No,true
GMS INC,gms.com,GMS,USA,GA,Tucker,16076,Very High,61400-98,Gypsum Management & Supply,www.gms.com,Yes,Yes,No,No,true
GNC HOLDINGS INC,gnc.com,GNC,USA,PA,Pittsburgh,12660,Very High,10182-43,General Nutrition Centers,www.gnc.com,Yes,Yes,No,No,true
GODADDY INC,godaddy.com,GDDY,USA,AZ,Tempe,15315,Very High,50973-40,GoDaddy,www.godaddy.com,Yes,Yes,No,No,true
GOGO INC,gogoair.com,GOGO,USA,CO,Broomfield,13956,Very High,13448-44,Gogo,www.gogoair.com,Yes,Yes,No,No,true
GOHEALTH INC,gohealth.com,GOCO,USA,IL,Chicago,19500,Very High,54625-69,GoHealth,www.gohealth.com,Yes,Yes,No,No,true
GOLAR LNG LTD,golarlng.com,GLNG,BMU,,Hamilton,89618,Very High,41551-93,Golar LNG,www.golarlng.com,Yes,Yes,No,No,true
GOLD RESOURCE CORP,goldresourcecorp.com,GORO,USA,CO,Denver,12049,Very High,41605-57,Gold Resource,www.goldresourcecorp.com,Yes,Yes,No,No,true
GOLDEN ENTERTAINMENT INC,goldenent.com,GDEN,USA,NV,Las Vegas,86578,Very High,42238-45,Golden Entertainment,www.goldenent.com,Yes,Yes,No,No,true
GOLDEN NUGGET ONLINE GAMING,gnoginc.com,GNOG,USA,TX,Houston,18778,No Match,,,,,,,,true
GOLDEN OCEAN GROUP,goldenocean.bm,GOGL,BMU,,Hamilton,84566,Very High,41931-10,Golden Ocean Group,www.goldenocean.bm,Yes,Yes,No,No,true
GOLDMAN SACHS GROUP INC,goldmansachs.com,GS,USA,NY,New York,86868,Very High,10043-83,The Goldman Sachs Group,www.goldmansachs.com,Yes,Yes,Yes,Yes,true
GOODRICH PETROLEUM CORP,palomanaturalgas.com,GDP,USA,TX,Houston,16690,Very High,41060-44,Paloma Natural Gas,www.palomanaturalgas.com,Yes,Yes,No,No,true
GOODYEAR TIRE & RUBBER CO,goodyear.com,GT,USA,OH,Akron,16432,Very High,11570-95,Goodyear Tire & Rubber,www.goodyear.com,Yes,Yes,Yes,Yes,true
GOOSEHEAD INSURANCE,goosehead.com,GSHD,USA,TX,Westlake,17688,Very High,221932-00,Goosehead Insurance Agency,www.gooseheadinsurance.com,Yes,No,No,No,true
GOPRO INC,gopro.com,GPRO,USA,CA,San Mateo,14694,Very High,54367-84,GoPro,www.gopro.com,Yes,Yes,No,No,true
GORMAN-RUPP CO,gormanrupp.com,GRC,USA,OH,Mansfield,53604,Very High,41067-82,Gorman Rupp,,Yes,Yes,No,No,true
GOSSAMER BIO INC,gossamerbio.com,GOSS,USA,CA,San Diego,18377,Very High,223798-15,Gossamer Bio,www.gossamerbio.com,Yes,Yes,No,No,true
GP STRATEGIES CORP,gpstrategies.com,GPX,USA,MD,Columbia,58501,Very High,41308-66,GP Strategies,www.gpstrategies.com,Yes,Yes,No,No,true
GRACE (W R) & CO,grace.com,GRA,USA,MD,Columbia,85908,Very High,41388-85,W. R. Grace & Company,www.grace.com,Yes,Yes,No,No,true
GRACO INC,graco.com,GGG,USA,MN,Minneapolis,39571,Very High,41068-18,Graco,www.graco.com,Yes,Yes,No,No,true
GRAFTECH INTERNATIONAL LTD,graftech.com,EAF,USA,OH,Brooklyn Heights,17672,Very High,41346-28,Graftech International,www.graftech.com,Yes,Yes,No,No,true
GRAHAM CORP,grahamcorp.com,GHM,USA,NY,Batavia,60468,Very High,41125-15,Graham (Heat Transfer Equipment),www.graham-mfg.com,Yes,Yes,No,No,true
GRAHAM HOLDINGS CO,ghco.com,GHC,USA,VA,Arlington,53225,Very High,10744-03,Graham Holdings,www.ghco.com,Yes,Yes,No,No,true
GRAINGER (W W) INC,grainger.com,GWW,USA,IL,Lake Forest,52695,Very High,41202-55,W.W. Grainger,www.grainger.com,Yes,Yes,No,No,true
GRAMERCY PROPERTY TRUST,gptreit.com,GPT,USA,NY,New York,13889,Very High,41578-30,Link Logistics Real Estate,www.linklogistics.com,Yes,Yes,No,No,true
GRAND CANYON EDUCATION INC,gce.com,LOPE,USA,AZ,Phoenix,92852,Very High,12225-97,Grand Canyon Education,www.gce.com,Yes,Yes,No,No,true
GRANITE CONSTRUCTION INC,graniteconstruction.com,GVA,USA,CA,Watsonville,76135,Very High,41318-02,Granite Construction,graniteconstruction.com,Yes,Yes,No,No,true
GRANITE POINT MORTGE TRS INC,gpmtreit.com,GPMT,USA,NY,New York,16764,Very High,183058-21,Granite Point Mortgage,www.gpmtreit.com,Yes,No,No,No,true
GRAPHIC PACKAGING HOLDING CO,graphicpkg.com,GPK,USA,GA,Atlanta,89810,Very High,12328-12,Graphic Packaging,www.graphicpkg.com,Yes,Yes,No,No,true
GRAPHITE BIO INC,graphitebio.com,GRPH,USA,CA,South San Francisco,21547,Very High,439215-58,Graphite Bio,www.graphitebio.com,Yes,No,No,No,true
GRAY TELEVISION INC,gray.tv,GTN,USA,GA,Atlanta,83989,Very High,42119-56,Gray Television,www.gray.tv,Yes,Yes,No,No,true
GREAT AJAX CORP,greatajax.com,AJX,USA,OR,Tigard,15196,Very High,99627-85,Great Ajax,www.greatajax.com,Yes,Yes,No,No,true
GREAT LAKES DREDGE & DOCK CP,gldd.com,GLDD,USA,TX,Houston,91665,Very High,10185-85,Great Lakes Dredge & Dock,www.gldd.com,Yes,Yes,No,No,true
GREAT PLAINS ENERGY INC,,GXP,USA,MO,Kansas City,24432,Very High,41502-88,Great Plains Energy,www.greatplainsenergy.com,Yes,Yes,No,No,false
GREAT SOUTHERN BANCORP,greatsouthernbank.com,GSBC,USA,MO,Springfield,75906,Very High,11045-17,Great Southern Bancorp,www.greatsouthernbank.com,Yes,Yes,No,Yes,true
GREAT WESTERN BANCORP INC,greatwesternbank.com,GWB,USA,SD,Sioux Falls,14969,Very High,51680-98,Great Western Bank,www.greatwesternbank.com,Yes,Yes,No,Yes,true
GREEN BANCORP INC,,GNBC,USA,TX,Houston,14870,Very High,12375-28,Green Bank,www.greenbank.com,Yes,Yes,No,Yes,false
GREEN BRICK PARTNERS INC,greenbrickpartners.com,GRBK,USA,TX,Plano,92089,Very High,10804-60,Green Brick Partners,www.greenbrickpartners.com,Yes,Yes,No,No,true
GREEN DOT CORP,greendot.com,GDOT,USA,TX,Austin,11664,Very High,25164-91,Green Dot,www.greendot.com,Yes,Yes,No,No,true
GREEN PLAINS INC,gpreinc.com,GPRE,USA,NE,Omaha,91161,Very High,42045-04,Green Plains,www.gpreinc.com,Yes,Yes,No,No,true
GREENBRIER COS INC (THE),gbrx.com,GBX,USA,OR,Lake Oswego,80719,Very High,11504-35,The Greenbrier Companies,www.gbrx.com,Yes,Yes,No,No,true
GREENE COUNTY BANCORP INC,q4ir.com,GCBC,USA,NY,Catskill,87069,Very High,41145-49,Bank of Greene County,www.tbogc.com,Yes,No,No,Yes,true
GREENHILL & CO INC,greenhill.com,GHL,USA,NY,New York,90164,Very High,10026-37,Greenhill & Co.,www.greenhill.com,Yes,Yes,Yes,Yes,true
GREENIDGE GENERATIN HOLD INC,greenidge.com,GREE,USA,NY,Dresden,21889,Very High,437079-25,Greenidge Generation,www.greenidge.com,Yes,Yes,No,No,true
GREENLIGHT CAPITAL RE LTD,greenlightre.com,GLRE,CYM,,Grand Cayman,92041,Very High,42087-16,Greenlight Capital Re,www.greenlightre.com,Yes,Yes,No,No,true
GREENSKY INC,greensky.com,GSKY,USA,GA,Atlanta,17795,Very High,98738-83,GreenSky,www.greensky.com,Yes,No,No,No,true
GREIF INC  -CL A,greif.com,GEF,USA,OH,Delaware,83233,Very High,11708-65,Greif,www.greif.com,Yes,Yes,No,No,true
GRID DYNAMICS HOLDGS INC,griddynamics.com,GDYN,USA,CA,San Ramon,18192,Very High,90605-53,Grid Dynamics,www.griddynamics.com,Yes,Yes,No,No,true
GRIFFON CORP,griffon.com,GFF,USA,NY,New York,46463,Very High,14778-46,Griffon Corporation,www.griffon.com,Yes,Yes,No,No,true
GRITSTONE BIO INC,gritstonebio.com,GRTS,USA,CA,EmeryVille,18116,Very High,126140-32,Gritstone bio,www.gritstonebio.com,Yes,No,No,No,true
GROCERY OUTLET HLDNG CORP,groceryoutlet.com,GO,USA,CA,EmeryVille,18735,Very High,42197-32,Grocery Outlet,www.groceryoutlet.com,Yes,Yes,No,No,true
