firm name,website,ticker,hq country,hq state,hq city,permno,score,pbid,firm name from pitchbook,website from pitchbook,company profile,investor profile,limited partner profile,service provider profile,unnamed: 14
DONEGAL GROUP INC,donegalgroup.com,DGICA,USA,PA,Marietta,88963,Very High,41043-70,Donegal Group,,Yes,Yes,No,No,true
DONNELLEY (R R) & SONS CO,rrd.com,RRD,USA,IL,Chicago,38682,Very High,10336-42,R.R. Donnelley & Sons,www.rrd.com,Yes,Yes,Yes,Yes,true
DONNELLEY FINANCIAL SOLTNS,dfinsolutions.com,DFIN,USA,IL,Chicago,16277,Very High,166103-47,Donnelley Financial Solutions,www.dfinsolutions.com,Yes,Yes,No,Yes,true
DOORDASH INC,doordash.com,DASH,USA,CA,San Francisco,20189,Very High,58167-28,DoorDash,www.doordash.com,Yes,Yes,No,No,true
DORIAN LPG LTD,dorianlpg.com,LPG,USA,CT,Stamford,14642,Very High,61887-25,Dorian LPG,www.dorianlpg.com,Yes,Yes,No,No,true
DORMAN PRODUCTS INC,dormanproducts.com,DORM,USA,PA,Colmar,76582,Very High,41925-25,Dorman Products,www.dormanproducts.com,Yes,Yes,No,No,true
DOUBLEVERIFY HOLD INC,doubleverify.com,DV,USA,NY,New York,20920,Very High,51413-59,DoubleVerify,www.doubleverify.com,Yes,Yes,No,No,true
DOUGLAS DYNAMICS INC,douglasdynamics.com,PLOW,USA,WI,Milwaukee,93372,Very High,10164-43,Douglas Dynamics,www.douglasdynamics.com,Yes,Yes,No,No,true
DOUGLAS ELLIMAN INC,elliman.com,DOUG,USA,FL,Miami,22426,High,100290-52,Douglas Elliman Real Estate,www.elliman.com,Yes,Yes,No,No,true
DOUGLAS EMMETT INC,douglasemmett.com,DEI,USA,CA,Santa Monica,91519,Very High,42073-48,Douglas Emmett,www.douglasemmett.com,Yes,Yes,No,No,true
DOVA PHARMACEUTICAL INC,dova.com,DOVA,USA,NC,Durham,16783,Very High,169539-49,Dova Pharmaceuticals,www.dova.com,Yes,Yes,No,No,true
DOVER CORP,dovercorporation.com,DOV,USA,IL,Downers Grove,25953,Very High,10558-99,Dover,www.dovercorporation.com,Yes,Yes,No,No,true
DOW INC,dow.com,DOW,USA,MI,Midland,18428,Very High,10511-56,Dow,www.dow.com/en-us,Yes,Yes,Yes,Yes,true
DOXIMITY INC,doximity.com,DOCS,USA,CA,San Francisco,21357,Very High,51688-18,Doximity,www.doximity.com,Yes,Yes,No,No,true
DR PEPPER SNAPPLE GROUP INC,drpeppersnapplegroup.com,DPS,USA,TX,Plano,92618,Very High,14198-32,Dr Pepper Snapple Group,www.drpeppersnapplegroup.com,Yes,Yes,No,No,true
DRAFTKINGS INC,draftkings.com,DKNG,USA,MA,Boston,18835,Very High,54846-28,DraftKings,www.draftkings.com,Yes,Yes,No,No,true
DRIL-QUIP INC,dril-quip.com,DRQ,USA,TX,Houston,85424,Very High,41346-46,Dril-Quip,www.dril-quip.com,Yes,Yes,No,No,true
DRIVE SHACK INC,driveshack.com,DS,USA,TX,Dallas,89548,Very High,13352-05,Drive Shack,www.driveshack.com,Yes,Yes,No,Yes,true
DRIVEN BRANDS HOLDINGS INC,drivenbrands.com,DRVN,USA,NC,Charlotte,20342,Very High,10040-95,Driven Brands,www.drivenbrands.com,Yes,Yes,No,No,true
DROPBOX INC,dropbox.com,DBX,USA,CA,San Francisco,17342,Very High,51145-39,Dropbox,www.dropbox.com,Yes,Yes,Yes,No,true
DSP GROUP INC,dspg.com,DSPG,USA,CA,San Jose,80236,Very High,41141-71,DSP Group,www.dspg.com,Yes,Yes,No,No,true
DT MIDSTREAM INC,dtmidstream.com,DTM,USA,MI,Detroit,21356,Very High,443074-24,DT Midstream,dtmidstream.com,Yes,Yes,No,No,true
DTE ENERGY CO,dteenergy.com,DTE,USA,MI,Detroit,11674,Very High,41117-77,DTE Energy,www.newlook.dteenergy.com,Yes,Yes,No,No,true
DU PONT (E I) DE NEMOURS,corteva.com,DD,USA,IN,Indianapolis,11703,Very High,234448-57,Corteva Agriscience,www.corteva.com,Yes,Yes,Yes,No,true
DUCK CREEK TECHNOL INC,duckcreek.com,DCT,USA,MA,Boston,19578,Very High,52693-12,Duck Creek Technologies,www.duckcreek.com,Yes,Yes,No,No,true
DUCKHORN PORTFOLIO INC (THE),duckhornportfolio.com,NAPA,USA,CA,Saint Helena,20654,Very High,10341-91,Duckhorn Vineyards,www.duckhorn.com,Yes,Yes,No,No,true
DUCOMMUN INC,ducommun.com,DCO,USA,CA,Santa Ana,63132,Very High,25295-32,Ducommun,www.ducommun.com,Yes,Yes,No,No,true
DUKE ENERGY CORP,duke-energy.com,DUK,USA,NC,Charlotte,27959,Very High,11509-57,Duke Energy,www.duke-energy.com,Yes,Yes,Yes,Yes,true
DUKE REALTY CORP,dukerealty.com,DRE,USA,IN,Indianapolis,75341,Very High,41212-72,Duke Realty,www.dukerealty.com,Yes,Yes,No,No,true
DULUTH HOLDINGS INC,duluthtrading.com,DLTH,USA,WI,Mount Horeb,15837,Very High,151795-36,Duluth Holdings,www.duluthtrading.com,Yes,Yes,No,No,true
DUN & BRADSTREET HOLDNGS INC,dnb.com,DNB,USA,FL,Jacksonville,88590,Very High,41463-55,Dun & Bradstreet,www.dnb.com,Yes,Yes,No,No,true
DUN & BRADSTREET HOLDNGS INC,dnb.com,DNB,USA,FL,Jacksonville,19495,Very High,41463-55,Dun & Bradstreet,www.dnb.com,Yes,Yes,No,No,true
DUNKIN' BRANDS GROUP INC,dunkinbrands.com,DNKN,USA,MA,Canton,12914,Very High,10060-48,Dunkin' Brands,www.dunkinbrands.com,Yes,Yes,No,No,true
DUOLINGO INC,duolingo.com,DUOL,USA,PA,Pittsburgh,21614,Very High,54660-16,Duolingo,www.duolingo.com,Yes,Yes,No,No,true
DUPONT DE NEMOURS INC,dupont.com,DD,USA,DE,Wilmington,16851,Very High,161203-78,DuPont de Nemours,www.dupont.com,Yes,Yes,Yes,No,true
DUPONT DE NEMOURS INC,dupont.com,DOW,USA,DE,Wilmington,20626,Very High,161203-78,DuPont de Nemours,www.dupont.com,Yes,Yes,Yes,No,true
DUPONT FABROS TECHNOLOGY INC,,DFT,USA,DC,Washington,92331,Very High,42098-77,DuPont Fabros Technology,www.dft.com,Yes,Yes,No,No,false
DURECT CORP,durect.com,DRRX,USA,CA,Cupertino,88626,Very High,41454-64,Durect,www.durect.com,Yes,Yes,No,No,true
DXC TECHNOLOGY CO,dxc.technology,DXC,USA,VA,Ashburn,40125,Very High,170863-39,DXC Technology,www.dxc.com,Yes,Yes,No,No,true
DXP ENTERPRISES INC,dxpe.com,DXPE,USA,TX,Houston,85176,Very High,10554-13,DXP Enterprises,www.dxpe.com,Yes,Yes,No,Yes,true
DYCOM INDUSTRIES INC,dycomind.com,DY,USA,FL,Palm Beach Gardens,12008,Very High,12167-47,Dycom Industries,www.dycomind.com,Yes,Yes,No,No,true
DYNATRACE INC,dynatrace.com,DT,USA,MA,Waltham,18886,Very High,52350-04,Dynatrace,www.dynatrace.com,Yes,Yes,No,No,true
DYNAVAX TECHNOLOGIES CORP,dynavax.com,DVAX,USA,CA,EmeryVille,90029,Very High,41479-66,Dynavax Technologies,www.dynavax.com,Yes,Yes,No,No,true
DYNE THERAPEUTICS INC,dyne-tx.com,DYN,USA,MA,Waltham,19825,Very High,266532-04,Dyne Therapeutics,www.dyne-tx.com,Yes,No,No,No,true
DYNEGY INC,,DYN,USA,TX,Irving,90352,Very High,12596-05,Dynegy,www.dynegy.com,Yes,Yes,Yes,Yes,false
DYNEX CAPITAL INC,dynexcapital.com,DX,USA,VA,Glen Allen,75269,Very High,41061-16,Dynex Capital,www.dynexcapital.com,Yes,Yes,No,No,true
E TRADE FINANCIAL CORP,,ETFC,USA,VA,Arlington,83862,Medium,10818-37,E*TRADE,www.etrade.com,Yes,Yes,No,Yes,false
E.L.F. BEAUTY INC,elfcosmetics.com,ELF,USA,CA,Oakland,16318,Very High,51462-01,E.L.F. Cosmetics,www.elfcosmetics.com,Yes,Yes,No,No,true
E2OPEN PARENT HOLDINGS INC,e2open.com,ETWO,USA,TX,Austin,19454,Very High,52602-49,E2open,www.e2open.com,Yes,Yes,No,No,true
EAGLE BANCORP INC/MD,eaglebankcorp.com,EGBN,USA,MD,Bethesda,87318,Very High,41325-67,EagleBank,www.eaglebankcorp.com,Yes,Yes,No,Yes,true
EAGLE BULK SHIPPING INC,eagleships.com,EGLE,USA,CT,Stamford,90724,Very High,41595-04,Eagle Bulk Shipping,,Yes,Yes,No,No,true
EAGLE MATERIALS INC,eaglematerials.com,EXP,USA,TX,Dallas,80415,Very High,41061-25,Eagle Materials,www.eaglematerials.com,Yes,Yes,No,No,true
EAGLE PHARMACEUTICALS INC,eagleus.com,EGRX,USA,NJ,Woodcliff Lake,14456,Very High,54127-36,Eagle Pharmaceuticals,www.eagleus.com,Yes,Yes,No,No,true
EARGO INC,eargo.com,EAR,USA,CA,San Jose,19958,Very High,64014-76,Eargo,www.eargo.com,Yes,Yes,No,No,true
EARTHLINK HOLDINGS CORP,earthlink.net,ELNK,USA,GA,Atlanta,83291,Very High,41432-59,EarthLink,www.earthlink.net,Yes,Yes,No,No,true
EARTHSTONE ENERGY INC,earthstoneenergy.com,ESTE,USA,TX,The Woodlands,17073,Very High,41101-75,Earthstone Energy,,Yes,Yes,No,No,true
EAST WEST BANCORP INC,eastwestbank.com,EWBC,USA,CA,Pasadena,86719,Very High,12794-14,East West Bancorp,www.eastwestbank.com,Yes,Yes,Yes,Yes,true
EASTERLY GOVERNMENT PPTYS,easterlyreit.com,DEA,USA,DC,Washington,15194,Very High,107834-23,Easterly Government Properties,www.easterlyreit.com,Yes,Yes,No,No,true
EASTERN BANKSHARES INC,easternbank.com,EBC,USA,MA,Boston,19854,Very High,55504-18,Eastern Bank,www.easternbank.com,Yes,Yes,Yes,Yes,true
EASTERN CO,easterncompany.com,EML,USA,CT,Shelton,31480,Very High,41331-61,The Eastern Company,www.easterncompany.com,Yes,Yes,No,No,true
EASTGROUP PROPERTIES,eastgroup.net,EGP,USA,MS,Ridgeland,85082,Very High,41260-42,Eastgroup Properties,www.eastgroup.net,Yes,Yes,No,No,true
EASTMAN CHEMICAL CO,eastman.com,EMN,USA,TN,Kingsport,80080,Very High,10839-25,Eastman Chemical Company,www.eastman.com,Yes,Yes,Yes,No,true
EASTMAN KODAK CO,kodak.com,KODK,USA,NY,Rochester,14276,Very High,25319-53,Eastman Kodak,www.kodak.com,Yes,Yes,No,Yes,true
EATON VANCE CORP,eatonvance.com,EV,USA,MA,Boston,31500,Very High,10641-07,Eaton Vance,www.eatonvance.com,Yes,Yes,No,Yes,true
EBAY INC,ebayinc.com,EBAY,USA,CA,San Jose,86356,Very High,13352-95,eBay,www.ebay.com,Yes,Yes,No,Yes,true
EBIX INC,ebix.com,EBIX,USA,GA,Johns Creek,11481,Very High,41031-46,Ebix,www.ebix.com,Yes,Yes,No,No,true
ECHO GLOBAL LOGISTICS INC,echo.com,ECHO,USA,IL,Chicago,93079,Very High,14771-35,Echo Global Logistics,www.echo.com,Yes,Yes,No,No,true
ECHOSTAR CORP,echostar.com,SATS,USA,CO,Englewood,92469,Very High,11169-55,EchoStar,www.echostar.com,Yes,Yes,No,Yes,true
ECOLAB INC,ecolab.com,ECL,USA,MN,Saint Paul,70578,Very High,40628-62,Ecolab,www.ecolab.com,Yes,Yes,Yes,No,true
ECOVYST INC,ecovyst.com,PQG,USA,PA,Malvern,16961,,,,,,,,,
EDGE THERAPEUTICS INC,,EDGE,USA,NJ,Berkeley Heights,15784,Very High,56512-00,Edge Therapeutics,www.edgetherapeutics.com,Yes,Yes,No,No,false
EDGEWELL PERSONAL CARE CO,edgewell.com,EPC,USA,CT,Shelton,87659,Very High,10803-07,Edgewell Personal Care,www.edgewell.com,Yes,Yes,No,No,true
EDGEWISE THERA INC,edgewisetx.com,EWTX,USA,CO,Boulder,20791,Very High,300303-55,Edgewise Therapeutics,www.edgewisetx.com,Yes,No,No,No,true
EDGIO INC,edg.io,EGIO,USA,AZ,Tempe,92097,Very High,10372-60,Edgio,www.edg.io,Yes,Yes,No,No,true
EDISON INTERNATIONAL,edison.com,EIX,USA,CA,Rosemead,15720,Very High,11603-89,Edison International,www.edisonintl.com,Yes,Yes,Yes,No,true
EDITAS MEDICINE INC,editasmedicine.com,EDIT,USA,MA,Cambridge,15937,Very High,60465-97,Editas Medicine,www.editasmedicine.com,Yes,Yes,No,No,true
EDUCATION REALTY TRUST INC,,EDR,USA,TN,Memphis,90524,Very High,42041-53,Education Realty Trust,www.EdRtrust.com,Yes,Yes,No,No,false
EDWARDS LIFESCIENCES CORP,edwards.com,EW,USA,CA,Irvine,87657,Very High,39671-92,Edwards Lifesciences,www.edwards.com,Yes,Yes,No,No,true
EGAIN CORP,egain.com,EGAN,USA,CA,Sunnyvale,87227,Very High,12255-22,eGain,www.egain.com,Yes,Yes,No,No,true
EHEALTH INC,ehealthinsurance.com,EHTH,USA,CA,Santa Clara,91498,Very High,42069-97,ehealth,www.ehealthinsurance.com,Yes,Yes,No,No,true
EIDOS THERAPEUTICS INC,eidostx.com,EIDX,USA,CA,San Francisco,17878,Very High,185450-95,Eidos Therapeutics,www.eidostx.com,Yes,No,No,No,true
EIGER BIOPHARMACEUTICALS INC,eigerbio.com,EIGR,USA,CA,Palo Alto,14423,Very High,52943-23,Eiger BioPharmaceuticals,www.eigerbio.com,Yes,Yes,No,No,true
EIGHTCO HOLDINGS INC,8co.holdings,TYDE,USA,FL,Safety Harbor,23127,Very High,483417-19,Eightco Holdings,www.8co.holdings,Yes,Yes,No,No,true
EL PASO ELECTRIC CO,epelectric.com,EE,USA,TX,El Paso,82855,Very High,41062-24,El Paso Electric,www.epelectric.com,Yes,Yes,No,No,true
EL POLLO LOCO HOLDINGS INC,elpolloloco.com,LOCO,USA,CA,Costa Mesa,14812,Very High,10596-97,El Pollo Loco,www.elpolloloco.com,Yes,Yes,No,No,true
ELAH HOLDINGS INC,elahholdings.com,RELY,USA,TX,Dallas,15298,Medium,43082-65,Elah Holdings,www.elahholdings.com,Yes,Yes,No,No,true
ELANCO ANIMAL HLTH INC,elanco.com,ELAN,USA,IN,Greenfield,18062,Very High,56671-84,Elanco Animal Health,www.elanco.com,Yes,Yes,Yes,No,true
ELASTIC NV,elastic.co,ESTC,USA,CA,Mountain View,18136,Very High,55574-02,Elasticsearch,www.elastic.co,Yes,Yes,No,No,true
ELECTRO SCIENTIFIC INDS INC,esi.com,ESIO,USA,OR,Portland,32054,Very High,41103-28,Electro Scientific Industries,www.esi.com,Yes,Yes,No,No,true
ELECTROCORE INC,electrocore.com,ECOR,USA,NJ,Rockaway,17877,Very High,59098-33,electroCore,www.electrocore.com,Yes,No,No,No,true
ELECTRONIC ARTS INC,ea.com,EA,USA,CA,Redwood City,75828,Very High,10787-41,Electronic Arts,www.ea.com,Yes,Yes,No,No,true
ELECTRONICS FOR IMAGING INC,efi.com,EFII,USA,CA,Fremont,77971,Very High,10834-39,Electronics For Imaging,www.efi.com,Yes,Yes,No,No,true
ELEDON PHARMACEUTICALS INC,eledon.com,NVUS,USA,MA,Boston,14937,,,,,,,,,
ELEMENT SOLUTIONS INC,elementsolutionsinc.com,ESI,USA,FL,Fort Lauderdale,14406,,,,,,,,,
ELEVANCE HEALTH INC,elevancehealth.com,ELV,USA,IN,Indianapolis,89179,,,,,,,,,
ELEVATE CREDIT INC,elevate.com,ELVT,USA,TX,Fort Worth,16659,Very High,62843-14,Elevate Credit,corporate.elevate.com,Yes,Yes,No,No,true
ELLIE MAE INC,icemortgagetechnology.com,ELLI,USA,CA,Pleasanton,12645,Very High,42160-15,ICE Mortgage technology,www.icemortgagetechnology.com,Yes,Yes,No,No,true
ELLINGTON FINANCIAL INC,ellingtonfinancial.com,EFC,USA,CT,Old Greenwich,12329,Very High,42325-39,Ellington Financial,www.ellingtonfinancial.com,Yes,Yes,No,Yes,true
ELLINGTON RESIDENTIAL MTG,earnreit.com,EARN,USA,CT,Old Greenwich,13894,Very High,56550-43,EARN,www.earnreit.com,Yes,Yes,No,No,true
ELLIS PERRY INTL INC,pery.com,PERY,USA,FL,Miami,79195,Very High,41241-43,Perry Ellis International,www.pery.com,Yes,Yes,No,No,true
ELME COMMUNITIES,elmecommunities.com,ELME,USA,DC,Washington,52425,Very High,41319-10,Elme Communities,www.elmecommunities.com,Yes,Yes,No,No,true
ELOXX PHARMACEUTICALS INC,eloxxpharma.com,ELOX,USA,MA,Watertown,89411,Very High,60453-10,Eloxx Pharmaceuticals,www.eloxxpharma.com,Yes,Yes,No,No,true
EMBECTA CORP,embecta.com,EMBC,USA,NJ,Parsippany,22879,Very High,494020-81,Embecta,www.embecta.com,Yes,No,No,No,true
EMC INSURANCE GROUP INC,emcins.com,EMCI,USA,IA,Des Moines,31238,Very High,41227-75,EMC Insurance Group,www.emcins.com,Yes,Yes,No,No,true
EMCOR GROUP INC,emcorgroup.com,EME,USA,CT,Norwalk,82694,Very High,10408-60,Emcor Group,www.emcorgroup.com,Yes,Yes,No,No,true
EMCORE CORP,emcore.com,EMKR,USA,CA,Alhambra,84607,Very High,41948-65,Emcore,,Yes,Yes,No,No,true
EMERALD HOLDING INC,emeraldx.com,EEX,USA,NY,New York,16660,Very High,56294-29,Emerald Holding,www.emeraldx.com,Yes,Yes,No,No,true
EMERGENT BIOSOLUTIONS INC,emergentbiosolutions.com,EBS,USA,MD,Gaithersburg,91571,Very High,42078-52,Emergent BioSolutions,www.emergentbiosolutions.com,Yes,Yes,No,No,true
EMERSON ELECTRIC CO,emerson.com,EMR,USA,MO,Saint Louis,22103,Very High,11774-17,Emerson Electric,www.emerson.com,Yes,Yes,Yes,No,true
EMPIRE RESORTS INC,empireresorts.com,NYNY,USA,NY,Monticello,79790,Very High,41193-19,Empire Resorts,www.empireresorts.com,Yes,No,No,No,true
EMPIRE STATE REALTY TR INC,empirestaterealtytrust.com,ESRT,USA,NY,New York,14196,Very High,54069-22,Empire State Realty Trust,www.esrtreit.com,Yes,Yes,No,No,true
EMPLOYERS HOLDINGS INC,employers.com,EIG,USA,NV,Reno,91688,Very High,42082-57,Employers Holdings,www.employers.com,Yes,Yes,No,No,true
ENACT HOLDINGS INC,enactmi.com,ACT,USA,NC,Raleigh,21906,Very High,52462-00,Enact Holdings,www.enactmi.com,Yes,Yes,Yes,No,true
ENANTA PHARMACEUTICALS INC,enanta.com,ENTA,USA,MA,Watertown,13825,Very High,53629-66,Enanta Pharmaceuticals,www.enanta.com,Yes,No,No,No,true
ENCOMPASS HEALTH CORP,encompasshealth.com,EHC,USA,AL,Birmingham,10693,Very High,10446-49,Encompass Health,www.encompasshealth.com,Yes,Yes,No,Yes,true
ENCORE CAPITAL GROUP INC,encorecapital.com,ECPG,USA,CA,San Diego,87077,Very High,10502-20,Encore Capital Group,www.encorecapital.com,Yes,Yes,No,Yes,true
ENCORE WIRE CORP,encorewire.com,WIRE,USA,TX,McKinney,77785,Very High,41316-85,Encore Wire,www.encorewire.com,Yes,No,No,No,true
ENDO INTERNATIONAL PLC,endo.com,ENDP,IRL,,Dublin,88436,Medium,10737-28,Endo Pharmaceuticals,www.endo.com,Yes,Yes,No,No,true
ENDOCYTE INC,,ECYT,USA,IN,West Lafayette,12575,Very High,50856-76,Endocyte,www.endocyte.com,Yes,Yes,No,No,false
ENDOLOGIX INC,endologix.com,ELGX,USA,CA,Irvine,83633,Very High,25166-17,Endologix,www.endologix.com,Yes,Yes,No,No,true
ENDURANCE SPECIALTY HOLDINGS,sompo-intl.com,ENH,BMU,,Pembroke,89694,High,12021-40,Sompo International,www.sompo-intl.com,Yes,Yes,Yes,Yes,true
ENERGEN CORP,energen.com,EGN,USA,AL,Birmingham,26470,Very High,41147-11,Energen,www.energen.com,Yes,Yes,No,No,true
ENERGIZER HOLDINGS INC,energizerholdings.com,ENR,USA,MO,Saint Louis,15400,Very High,115048-90,Energizer Holdings,www.energizerholdings.com,Yes,Yes,No,No,true
ENERGOUS CORP,energous.com,WATT,USA,CA,San Jose,14556,Very High,62141-14,Energous,,Yes,No,No,No,true
ENERGY FUELS INC,energyfuels.com,UUUU,USA,CO,Lakewood,14336,Very High,56223-01,Energy Fuels,www.energyfuels.com,Yes,Yes,No,No,true
ENERGY RECOVERY INC,energyrecovery.com,ERII,USA,CA,San Leandro,92753,Very High,42108-04,Energy Recovery,www.energyrecovery.com,Yes,Yes,No,No,true
ENERGY VAULT HOLDINGS INC,energyvault.com,NRGV,USA,CA,Westlake Village,20721,Very High,234371-71,Energy Vault,www.energyvault.com,Yes,Yes,No,No,true
ENERGY XXI GULF COAST INC,,EGC,USA,TX,Houston,16587,Very High,42060-25,Energy XXI Gulf Coast,www.energyxxi.com,Yes,Yes,No,No,false
ENERNOC INC,enelxnorthamerica.com,ENOC,USA,MA,Boston,92038,Very High,10851-04,Enel X,www.enelx.com,Yes,Yes,No,No,true
ENERPAC TOOL GROUP CORP,enerpactoolgroup.com,ATU,USA,WI,Menomonee Falls,11581,Very High,11908-72,Enerpac Tool Group,www.enerpactoolgroup.com,Yes,Yes,No,No,true
ENERSYS,enersys.com,ENS,USA,PA,Reading,90249,Very High,11058-58,EnerSys,www.enersys.com,Yes,Yes,No,No,true
ENETI INC,eneti-inc.com,SALT,MCO,,Monaco,14344,,,,,,,,,
ENFUSION INC,enfusion.com,ENFN,USA,IL,Chicago,22086,Very High,107379-73,Enfusion,www.enfusion.com,Yes,No,No,No,true
ENGAGESMART LLC,engagesmart.com,ESMT,USA,MA,Braintree,22003,Very High,121041-73,EngageSmart,www.engagesmart.com,Yes,Yes,No,No,true
ENHABIT INC,ehab.com,EHAB,USA,TX,Dallas,23129,Very High,490313-17,Enhabit Home Health,www.ehab.com,Yes,Yes,No,No,true
ENNIS INC,ennis.com,EBF,USA,TX,Midlothian,47511,Very High,41942-98,Ennis,www.ennis.com,Yes,Yes,No,No,true
ENOVA INTERNATIONAL INC,enova.com,ENVA,USA,IL,Chicago,14960,Very High,53949-79,Enova International,www.enova.com,Yes,Yes,No,No,true
ENOVIS CORP,enovis.com,ENOV,USA,DE,Wilmington,92648,Very High,11722-87,Enovis,www.enovis.com,Yes,Yes,No,No,true
ENOVIX CORP,enovix.com,ENVX,USA,CA,Fremont,20452,Very High,40846-42,Enovix,www.enovix.com,Yes,Yes,No,No,true
ENPHASE ENERGY INC,enphase.com,ENPH,USA,CA,Fremont,13323,Very High,43035-58,Enphase Energy,www.enphase.com,Yes,Yes,No,No,true
ENPRO INDUSTRIES INC,enproindustries.com,NPO,USA,NC,Charlotte,89406,Very High,42010-48,EnPro Industries,www.enproindustries.com,Yes,Yes,No,No,true
ENSIGN GROUP INC,ensigngroup.net,ENSG,USA,CA,San Juan Capistrano,92432,Very High,42018-49,The Ensign Group,www.ensigngroup.net,Yes,Yes,No,No,true
ENSTAR GROUP LTD,enstargroup.com,ESGR,BMU,,Hamilton,91818,Very High,41239-81,Enstar Group,www.enstargroup.com,Yes,Yes,Yes,No,true
ENTEGRA FINANCIAL CORP,entegrabank.com,ENFC,USA,NC,Franklin,15006,Very High,52740-55,Entegra Bank,www.entegrabank.com,Yes,Yes,No,No,true
ENTEGRIS INC,entegris.com,ENTG,USA,MA,Billerica,88439,Very High,10162-90,Entegris,www.entegris.com,Yes,Yes,No,No,true
ENTELLUS MEDICAL INC,stryker.com,ENTL,USA,MN,Plymouth,15176,Very High,52671-61,Entellus Medical,www.entellusmedical.com,Yes,Yes,No,No,true
ENTERGY CORP,entergy.com,ETR,USA,LA,New Orleans,24010,Very High,41247-19,Entergy,www.entergy.com,Yes,Yes,Yes,No,true
ENTERPRISE BANCORP INC/MA,enterprisebanking.com,EBTC,USA,MA,Lowell,90590,Very High,12687-22,Enterprise Bancorp,www.enterprisebanking.com,Yes,Yes,No,Yes,true
ENTERPRISE FINL SERVICES CP,enterprisebank.com,EFSC,USA,MO,Clayton,90591,Very High,41378-68,Enterprise Bank & Trust,www.enterprisebank.com,Yes,Yes,No,Yes,true
ENTRAVISION COMMUNICATIONS,entravision.com,EVC,USA,CA,Santa Monica,88485,Very High,41454-82,Entravision Communications,www.entravision.com,Yes,Yes,No,No,true
ENVESTNET INC,envestnet.com,ENV,USA,PA,Berwyn,11370,Very High,109310-95,Enervit,www.enervit.com,Yes,Yes,No,No,true
ENVISION HEALTHCARE CORP,envisionhealth.com,EVHC,USA,TN,Nashville,85675,Very High,11808-82,Envision Healthcare,www.envisionhealth.com,Yes,Yes,No,No,true
ENVISTA HOLDINGS CORP,envistaco.com,NVST,USA,CA,Brea,18910,Very High,277312-51,Envista Holdings,www.envistaco.com,Yes,Yes,No,No,true
ENVIVA INC,envivabiomass.com,EVA,USA,MD,Bethesda,15313,Very High,42824-17,Enviva Partners,www.envivabiomass.com,Yes,Yes,No,No,true
ENZO BIOCHEM INC,enzo.com,ENZ,USA,NY,Farmingdale,33209,Very High,41202-10,Enzo Biochem,www.enzo.com,Yes,Yes,No,No,true
EOG RESOURCES INC,eogresources.com,EOG,USA,TX,Houston,75825,Very High,41743-45,EOG Resources,www.eogresources.com,Yes,Yes,No,No,true
EOS ENERGY ENTERPRISES INC,eosenergystorage.com,EOSE,USA,NJ,Edison,19416,Very High,54113-50,Eos Energy Enterprises,www.eosenergystorage.com,Yes,Yes,No,No,true
EP ENERGY CORP,epenergy.com,EPE,USA,TX,Houston,14392,Very High,10554-22,EP Energy Global,www.epenergy.com,Yes,Yes,No,No,true
EPAM SYSTEMS INC,epam.com,EPAM,USA,PA,Newtown,13210,Very High,12115-36,EPAM Systems,www.epam.com,Yes,Yes,No,Yes,true
EPIZYME INC,epizyme.com,EPZM,USA,MA,Cambridge,13924,Very High,42171-67,Epizyme,www.epizyme.com,Yes,No,No,No,true
EPLUS INC,eplus.com,PLUS,USA,VA,Herndon,84234,Very High,41080-69,ePlus,www.eplus.com,Yes,Yes,No,Yes,true
EPR PROPERTIES,eprkc.com,EPR,USA,MO,Kansas City,85604,Very High,41275-81,EPR Properties,www.eprkc.com,Yes,Yes,No,Yes,true
EQRX INC,eqrx.com,EQRX,USA,MA,Cambridge,21277,Very High,399420-64,EQRx,www.eqrx.com,Yes,Yes,No,No,true
EQT CORP,eqt.com,EQT,USA,PA,Pittsburgh,24328,Very High,41116-69,EQT Production Company,www.eqt.com,Yes,Yes,No,No,true
EQUIFAX INC,equifax.com,EFX,USA,GA,Atlanta,52476,Very High,11938-06,Equifax,www.equifax.com,Yes,Yes,No,No,true
EQUINIX INC,equinix.com,EQIX,USA,CA,Redwood City,89617,Very High,10731-52,Equinix,www.equinix.com,Yes,Yes,No,No,true
EQUITABLE HOLDINGS INC,equitableholdings.com,EQH,USA,NY,New York,17787,Very High,222231-07,Equitable Holdings,www.equitableholdings.com,Yes,Yes,No,No,true
EQUITRANS MID CORP,equitransmidstream.com,ETRN,USA,PA,Canonsburg,18150,Very High,234948-70,Equitrans Midstream,www.equitransmidstream.com,Yes,Yes,No,No,true
EQUITY BANCSHARES INC,equitybank.com,EQBK,USA,KS,Wichita,15838,Very High,53911-63,Equity Bank (Kansas),www.equitybank.com,Yes,Yes,No,Yes,true
EQUITY COMMONWEALTH,eqcre.com,EQC,USA,IL,Chicago,70703,Very High,41215-51,Equity Commonwealth,www.eqcre.com,Yes,Yes,No,No,true
EQUITY LIFESTYLE PPTYS INC,equitylifestyleproperties.com,ELS,USA,IL,Chicago,78947,Very High,12345-76,Equity Lifestyle Properties,www.equitylifestyleproperties.com,Yes,Yes,No,No,true
EQUITY ONE INC,,EQY,USA,NY,New York,86013,Very High,41912-56,Equity One,www.equityone.com,Yes,Yes,No,No,false
